datetime,subba,parent,value,temperature_2m,hour,day,month,day_of_week,is_weekend
2022-01-01 05:00:00+00:00,ZONK,NYIS,1980,11.0585,5,1,1,5,1
2022-01-01 06:00:00+00:00,ZONA,NYIS,1422,11.0585,6,1,1,5,1
2022-01-01 07:00:00+00:00,ZOND,NYIS,660,11.1085005,7,1,1,5,1
2022-01-01 08:00:00+00:00,ZONA,NYIS,1336,11.2585,8,1,1,5,1
2022-01-01 09:00:00+00:00,ZONA,NYIS,1317,11.3085,9,1,1,5,1
2022-01-01 10:00:00+00:00,ZONB,NYIS,848,11.5085,10,1,1,5,1
2022-01-01 11:00:00+00:00,ZOND,NYIS,656,11.6085005,11,1,1,5,1
2022-01-01 12:00:00+00:00,ZONA,NYIS,1343,11.8585005,12,1,1,5,1
2022-01-01 13:00:00+00:00,ZONA,NYIS,1373,12.1085005,13,1,1,5,1
2022-01-01 14:00:00+00:00,ZONB,NYIS,925,12.0585,14,1,1,5,1
2022-01-01 15:00:00+00:00,ZONK,NYIS,1823,11.3085,15,1,1,5,1
2022-01-01 16:00:00+00:00,ZONA,NYIS,1488,10.6085005,16,1,1,5,1
2022-01-01 17:00:00+00:00,ZONE,NYIS,847,10.2585,17,1,1,5,1
2022-01-01 18:00:00+00:00,ZONA,NYIS,1553,9.8085,18,1,1,5,1
2022-01-01 19:00:00+00:00,ZONB,NYIS,1066,9.908501,19,1,1,5,1
2022-01-01 20:00:00+00:00,ZONB,NYIS,1073,9.408501,20,1,1,5,1
2022-01-01 21:00:00+00:00,ZONA,NYIS,1592,9.158501,21,1,1,5,1
2022-01-01 22:00:00+00:00,ZONA,NYIS,1644,8.7585,22,1,1,5,1
2022-01-01 23:00:00+00:00,ZONA,NYIS,1713,8.4585,23,1,1,5,1
2022-01-02 00:00:00+00:00,ZONA,NYIS,1703,9.2085,0,2,1,6,1
2022-01-02 01:00:00+00:00,ZONA,NYIS,1681,8.5085,1,2,1,6,1
2022-01-02 02:00:00+00:00,ZONA,NYIS,1658,8.158501,2,2,1,6,1
2022-01-02 03:00:00+00:00,ZOND,NYIS,693,7.8585,3,2,1,6,1
2022-01-02 04:00:00+00:00,ZONB,NYIS,1012,7.8085,4,2,1,6,1
2022-01-02 05:00:00+00:00,ZONA,NYIS,1497,8.0085,5,2,1,6,1
2022-01-02 06:00:00+00:00,ZOND,NYIS,678,7.7085,6,2,1,6,1
2022-01-02 07:00:00+00:00,ZONB,NYIS,924,8.0585,7,2,1,6,1
2022-01-02 08:00:00+00:00,ZONA,NYIS,1406,9.0585,8,2,1,6,1
2022-01-02 09:00:00+00:00,ZONE,NYIS,660,10.1085005,9,2,1,6,1
2022-01-02 10:00:00+00:00,ZONA,NYIS,1396,10.3085,10,2,1,6,1
2022-01-02 11:00:00+00:00,ZONB,NYIS,928,10.2585,11,2,1,6,1
2022-01-02 12:00:00+00:00,ZONA,NYIS,1469,11.7085,12,2,1,6,1
2022-01-02 13:00:00+00:00,ZONK,NYIS,1648,11.0085,13,2,1,6,1
2022-01-02 14:00:00+00:00,ZONA,NYIS,1559,10.7585,14,2,1,6,1
2022-01-02 15:00:00+00:00,ZONA,NYIS,1615,10.6085005,15,2,1,6,1
2022-01-02 16:00:00+00:00,ZONE,NYIS,922,10.3085,16,2,1,6,1
2022-01-02 17:00:00+00:00,ZONA,NYIS,1708,10.3085,17,2,1,6,1
2022-01-02 18:00:00+00:00,ZONE,NYIS,937,11.0585,18,2,1,6,1
2022-01-02 19:00:00+00:00,ZONA,NYIS,1737,10.6085005,19,2,1,6,1
2022-01-02 20:00:00+00:00,ZONE,NYIS,934,10.158501,20,2,1,6,1
2022-01-02 21:00:00+00:00,ZONA,NYIS,1742,10.0085,21,2,1,6,1
2022-01-02 22:00:00+00:00,ZONA,NYIS,1788,10.1085005,22,2,1,6,1
2022-01-02 23:00:00+00:00,ZONA,NYIS,1889,9.158501,23,2,1,6,1
2022-01-03 00:00:00+00:00,ZONB,NYIS,1309,8.7585,0,3,1,0,0
2022-01-03 01:00:00+00:00,ZONA,NYIS,1868,8.8585005,1,3,1,0,0
2022-01-03 02:00:00+00:00,ZONA,NYIS,1836,8.658501,2,3,1,0,0
2022-01-03 03:00:00+00:00,ZOND,NYIS,735,9.3585005,3,3,1,0,0
2022-01-03 04:00:00+00:00,ZONA,NYIS,1715,8.6085005,4,3,1,0,0
2022-01-03 05:00:00+00:00,ZONA,NYIS,1637,8.4585,5,3,1,0,0
2022-01-03 06:00:00+00:00,ZONA,NYIS,1583,8.1085005,6,3,1,0,0
2022-01-03 07:00:00+00:00,ZONA,NYIS,1559,8.0585,7,3,1,0,0
2022-01-03 08:00:00+00:00,ZONB,NYIS,995,7.6085,8,3,1,0,0
2022-01-03 09:00:00+00:00,ZOND,NYIS,727,8.1085005,9,3,1,0,0
2022-01-03 10:00:00+00:00,ZONA,NYIS,1588,8.3085,10,3,1,0,0
2022-01-03 11:00:00+00:00,ZONB,NYIS,1090,8.8085,11,3,1,0,0
2022-01-03 12:00:00+00:00,ZONA,NYIS,1771,9.3585005,12,3,1,0,0
2022-01-03 13:00:00+00:00,ZONC,NYIS,2171,9.658501,13,3,1,0,0
2022-01-03 14:00:00+00:00,ZONA,NYIS,1885,9.1085005,14,3,1,0,0
2022-01-03 15:00:00+00:00,ZONE,NYIS,1149,8.408501,15,3,1,0,0
2022-01-03 16:00:00+00:00,ZONA,NYIS,1897,8.0085,16,3,1,0,0
2022-01-03 17:00:00+00:00,ZONC,NYIS,2223,7.7085,17,3,1,0,0
2022-01-03 18:00:00+00:00,ZONK,NYIS,2611,7.1085,18,3,1,0,0
2022-01-03 19:00:00+00:00,ZONK,NYIS,2605,6.8585,19,3,1,0,0
2022-01-03 20:00:00+00:00,ZONA,NYIS,1848,6.7085,20,3,1,0,0
2022-01-03 21:00:00+00:00,ZOND,NYIS,790,6.3585,21,3,1,0,0
2022-01-03 22:00:00+00:00,ZONA,NYIS,1895,6.0084996,22,3,1,0,0
2022-01-03 23:00:00+00:00,ZONE,NYIS,1224,6.4084997,23,3,1,0,0
2022-01-04 00:00:00+00:00,ZONB,NYIS,1413,7.2584996,0,4,1,1,0
2022-01-04 01:00:00+00:00,ZONA,NYIS,1989,6.9585,1,4,1,1,0
2022-01-04 02:00:00+00:00,ZONA,NYIS,1991,6.7584996,2,4,1,1,0
2022-01-04 03:00:00+00:00,ZOND,NYIS,813,6.0084996,3,4,1,1,0
2022-01-04 04:00:00+00:00,ZONA,NYIS,1842,5.6085,4,4,1,1,0
2022-01-04 05:00:00+00:00,ZONA,NYIS,1757,5.6085,5,4,1,1,0
2022-01-04 06:00:00+00:00,ZONA,NYIS,1702,5.7584996,6,4,1,1,0
2022-01-04 07:00:00+00:00,ZONB,NYIS,1107,5.9585,7,4,1,1,0
2022-01-04 08:00:00+00:00,ZONA,NYIS,1633,6.1584997,8,4,1,1,0
2022-01-04 09:00:00+00:00,ZONB,NYIS,1088,6.6085,9,4,1,1,0
2022-01-04 10:00:00+00:00,ZONB,NYIS,1110,6.9084997,10,4,1,1,0
2022-01-04 11:00:00+00:00,ZONA,NYIS,1716,7.1085,11,4,1,1,0
2022-01-04 12:00:00+00:00,ZONG,NYIS,1196,6.3585,12,4,1,1,0
2022-01-04 13:00:00+00:00,ZONA,NYIS,1897,6.4084997,13,4,1,1,0
2022-01-04 14:00:00+00:00,ZONB,NYIS,1324,6.2584996,14,4,1,1,0
2022-01-04 15:00:00+00:00,ZONB,NYIS,1321,6.1085,15,4,1,1,0
2022-01-04 16:00:00+00:00,ZONA,NYIS,1926,5.4585,16,4,1,1,0
2022-01-04 17:00:00+00:00,ZOND,NYIS,793,5.3085,17,4,1,1,0
2022-01-04 18:00:00+00:00,ZONA,NYIS,1886,5.4585,18,4,1,1,0
2022-01-04 19:00:00+00:00,ZONB,NYIS,1259,5.5585,19,4,1,1,0
2022-01-04 20:00:00+00:00,ZONB,NYIS,1230,5.7584996,20,4,1,1,0
2022-01-04 21:00:00+00:00,ZONA,NYIS,1845,5.2085,21,4,1,1,0
2022-01-04 22:00:00+00:00,ZOND,NYIS,796,4.6584997,22,4,1,1,0
2022-01-04 23:00:00+00:00,ZONA,NYIS,1981,3.9085,23,4,1,1,0
2022-01-05 00:00:00+00:00,ZONA,NYIS,1971,4.1085,0,5,1,2,0
2022-01-05 01:00:00+00:00,ZONA,NYIS,1938,3.0585,1,5,1,2,0
2022-01-05 02:00:00+00:00,ZOND,NYIS,823,3.6085,2,5,1,2,0
2022-01-05 03:00:00+00:00,ZONA,NYIS,1832,3.8085,3,5,1,2,0
2022-01-05 04:00:00+00:00,ZONB,NYIS,1131,3.6585,4,5,1,2,0
2022-01-05 05:00:00+00:00,ZONA,NYIS,1650,3.5085,5,5,1,2,0
2022-01-05 06:00:00+00:00,ZONB,NYIS,1047,3.1085,6,5,1,2,0
2022-01-05 07:00:00+00:00,ZONK,NYIS,1962,2.4585001,7,5,1,2,0
2022-01-05 08:00:00+00:00,ZONK,NYIS,1907,2.5585,8,5,1,2,0
2022-01-05 09:00:00+00:00,ZONI,NYIS,606,2.9085,9,5,1,2,0
2022-01-05 10:00:00+00:00,ZOND,NYIS,723,3.4585001,10,5,1,2,0
2022-01-05 11:00:00+00:00,ZONC,NYIS,1864,3.8085,11,5,1,2,0
2022-01-05 12:00:00+00:00,ZONA,NYIS,1732,3.8585,12,5,1,2,0
2022-01-05 13:00:00+00:00,ZONK,NYIS,2294,4.5585,13,5,1,2,0
2022-01-05 14:00:00+00:00,ZONB,NYIS,1262,4.2584996,14,5,1,2,0
2022-01-05 15:00:00+00:00,ZONB,NYIS,1277,3.7585,15,5,1,2,0
2022-01-05 16:00:00+00:00,ZONK,NYIS,2407,3.7085001,16,5,1,2,0
2022-01-05 17:00:00+00:00,ZONA,NYIS,1865,3.8085,17,5,1,2,0
2022-01-05 18:00:00+00:00,ZONA,NYIS,1849,4.0085,18,5,1,2,0
2022-01-05 19:00:00+00:00,ZOND,NYIS,700,3.5585,19,5,1,2,0
2022-01-05 20:00:00+00:00,ZONA,NYIS,1854,3.5585,20,5,1,2,0
2022-01-05 21:00:00+00:00,ZOND,NYIS,709,3.7585,21,5,1,2,0
2022-01-05 22:00:00+00:00,ZONA,NYIS,1898,3.6585,22,5,1,2,0
2022-01-05 23:00:00+00:00,ZONB,NYIS,1341,2.9585001,23,5,1,2,0
2022-01-06 00:00:00+00:00,ZONA,NYIS,1991,2.4085,0,6,1,3,0
2022-01-06 01:00:00+00:00,ZONA,NYIS,1946,2.3085,1,6,1,3,0
2022-01-06 02:00:00+00:00,ZONA,NYIS,1904,2.0085,2,6,1,3,0
2022-01-06 03:00:00+00:00,ZONE,NYIS,999,1.2085,3,6,1,3,0
2022-01-06 04:00:00+00:00,ZONA,NYIS,1770,0.70849997,4,6,1,3,0
2022-01-06 05:00:00+00:00,ZONB,NYIS,1070,-0.24150002,5,6,1,3,0
2022-01-06 06:00:00+00:00,ZONA,NYIS,1664,-1.0914999,6,6,1,3,0
2022-01-06 07:00:00+00:00,ZONA,NYIS,1629,-1.5914999,7,6,1,3,0
2022-01-06 08:00:00+00:00,ZONA,NYIS,1612,-1.2915,8,6,1,3,0
2022-01-06 09:00:00+00:00,ZONC,NYIS,1691,-0.2915,9,6,1,3,0
2022-01-06 10:00:00+00:00,ZONA,NYIS,1644,0.5585,10,6,1,3,0
2022-01-06 11:00:00+00:00,ZONA,NYIS,1715,1.4085001,11,6,1,3,0
2022-01-06 12:00:00+00:00,ZONI,NYIS,608,2.7085001,12,6,1,3,0
2022-01-06 13:00:00+00:00,ZONB,NYIS,1268,2.8085,13,6,1,3,0
2022-01-06 14:00:00+00:00,ZONK,NYIS,2270,2.0585,14,6,1,3,0
2022-01-06 15:00:00+00:00,ZONA,NYIS,1902,-1.0415,15,6,1,3,0
2022-01-06 16:00:00+00:00,ZONB,NYIS,1272,-2.1915,16,6,1,3,0
2022-01-06 17:00:00+00:00,ZONI,NYIS,705,-2.9415,17,6,1,3,0
2022-01-06 18:00:00+00:00,ZONE,NYIS,1118,-2.4415,18,6,1,3,0
2022-01-06 19:00:00+00:00,ZONA,NYIS,1932,-1.8915,19,6,1,3,0
2022-01-06 20:00:00+00:00,ZONA,NYIS,1914,-1.9415,20,6,1,3,0
2022-01-06 21:00:00+00:00,ZOND,NYIS,754,-2.0414999,21,6,1,3,0
2022-01-06 22:00:00+00:00,ZONA,NYIS,1969,-1.9415,22,6,1,3,0
2022-01-06 23:00:00+00:00,ZONA,NYIS,2037,-1.8414999,23,6,1,3,0
2022-01-07 00:00:00+00:00,ZONI,NYIS,777,-1.4415,0,7,1,4,0
2022-01-07 01:00:00+00:00,ZONA,NYIS,1996,-1.4415,1,7,1,4,0
2022-01-07 02:00:00+00:00,ZONA,NYIS,1984,-1.5415,2,7,1,4,0
2022-01-07 03:00:00+00:00,ZOND,NYIS,755,-1.3915,3,7,1,4,0
2022-01-07 04:00:00+00:00,ZONA,NYIS,1837,-1.3915,4,7,1,4,0
2022-01-07 05:00:00+00:00,ZONK,NYIS,2116,-0.99149996,5,7,1,4,0
2022-01-07 06:00:00+00:00,ZONK,NYIS,1989,-0.79150003,6,7,1,4,0
2022-01-07 07:00:00+00:00,ZONA,NYIS,1678,-0.7415,7,7,1,4,0
2022-01-07 08:00:00+00:00,ZOND,NYIS,721,-0.19150001,8,7,1,4,0
2022-01-07 09:00:00+00:00,ZONC,NYIS,1790,0.9085,9,7,1,4,0
2022-01-07 10:00:00+00:00,ZONA,NYIS,1675,1.8585,10,7,1,4,0
2022-01-07 11:00:00+00:00,ZONE,NYIS,951,2.5585,11,7,1,4,0
2022-01-07 12:00:00+00:00,ZONA,NYIS,1847,2.4085,12,7,1,4,0
2022-01-07 13:00:00+00:00,ZONK,NYIS,2246,2.5585,13,7,1,4,0
2022-01-07 14:00:00+00:00,ZOND,NYIS,793,2.2585,14,7,1,4,0
2022-01-07 15:00:00+00:00,ZONA,NYIS,1950,2.0585,15,7,1,4,0
2022-01-07 16:00:00+00:00,ZONE,NYIS,1139,1.6085,16,7,1,4,0
2022-01-07 17:00:00+00:00,ZONK,NYIS,2523,1.5585,17,7,1,4,0
2022-01-07 18:00:00+00:00,ZONA,NYIS,1947,1.6085,18,7,1,4,0
2022-01-07 19:00:00+00:00,ZONA,NYIS,1946,1.4085001,19,7,1,4,0
2022-01-07 20:00:00+00:00,ZOND,NYIS,779,0.95849997,20,7,1,4,0
2022-01-07 21:00:00+00:00,ZONA,NYIS,1911,1.0085,21,7,1,4,0
2022-01-07 22:00:00+00:00,ZONA,NYIS,1928,1.0585,22,7,1,4,0
2022-01-07 23:00:00+00:00,ZONA,NYIS,2004,0.4085,23,7,1,4,0
2022-01-08 00:00:00+00:00,ZONA,NYIS,2016,0.6085,0,8,1,5,1
2022-01-08 01:00:00+00:00,ZONA,NYIS,1996,0.6085,1,8,1,5,1
2022-01-08 02:00:00+00:00,ZONA,NYIS,1950,0.9085,2,8,1,5,1
2022-01-08 03:00:00+00:00,ZONE,NYIS,1116,0.6585,3,8,1,5,1
2022-01-08 04:00:00+00:00,ZONA,NYIS,1798,0.3585,4,8,1,5,1
2022-01-08 05:00:00+00:00,ZOND,NYIS,773,0.4085,5,8,1,5,1
2022-01-08 06:00:00+00:00,ZONB,NYIS,1111,0.0585,6,8,1,5,1
2022-01-08 07:00:00+00:00,ZONK,NYIS,2063,-0.5915,7,8,1,5,1
2022-01-08 08:00:00+00:00,ZONK,NYIS,2014,-0.19150001,8,8,1,5,1
2022-01-08 09:00:00+00:00,ZONI,NYIS,583,0.7585,9,8,1,5,1
2022-01-08 10:00:00+00:00,ZOND,NYIS,753,1.6085,10,8,1,5,1
2022-01-08 11:00:00+00:00,ZONC,NYIS,1909,2.3585,11,8,1,5,1
2022-01-08 12:00:00+00:00,ZONA,NYIS,1704,2.1085,12,8,1,5,1
2022-01-08 13:00:00+00:00,ZONK,NYIS,2243,2.7585,13,8,1,5,1
2022-01-08 14:00:00+00:00,ZONB,NYIS,1234,2.6085,14,8,1,5,1
2022-01-08 15:00:00+00:00,ZONB,NYIS,1221,1.0085,15,8,1,5,1
2022-01-08 16:00:00+00:00,ZONK,NYIS,2472,0.008499999,16,8,1,5,1
2022-01-08 17:00:00+00:00,ZONA,NYIS,1752,-0.041500002,17,8,1,5,1
2022-01-08 18:00:00+00:00,ZONK,NYIS,2456,-0.2915,18,8,1,5,1
2022-01-08 19:00:00+00:00,ZOND,NYIS,768,-0.7415,19,8,1,5,1
2022-01-08 20:00:00+00:00,ZONA,NYIS,1689,-0.8915,20,8,1,5,1
2022-01-08 21:00:00+00:00,ZOND,NYIS,785,-1.0415,21,8,1,5,1
2022-01-08 22:00:00+00:00,ZONA,NYIS,1747,-1.3915,22,8,1,5,1
2022-01-08 23:00:00+00:00,ZOND,NYIS,809,-1.5914999,23,8,1,5,1
2022-01-09 00:00:00+00:00,ZONI,NYIS,771,-0.7415,0,9,1,6,1
2022-01-09 01:00:00+00:00,ZONA,NYIS,1833,-0.99149996,1,9,1,6,1
2022-01-09 02:00:00+00:00,ZOND,NYIS,784,-1.2915,2,9,1,6,1
2022-01-09 03:00:00+00:00,ZONA,NYIS,1743,-1.3915,3,9,1,6,1
2022-01-09 04:00:00+00:00,ZOND,NYIS,752,-0.8415,4,9,1,6,1
2022-01-09 05:00:00+00:00,ZONA,NYIS,1601,-0.9415,5,9,1,6,1
2022-01-09 06:00:00+00:00,ZOND,NYIS,730,-0.8415,6,9,1,6,1
2022-01-09 07:00:00+00:00,ZONA,NYIS,1506,-0.4415,7,9,1,6,1
2022-01-09 08:00:00+00:00,ZONK,NYIS,1979,-0.041500002,8,9,1,6,1
2022-01-09 09:00:00+00:00,ZONK,NYIS,1937,0.8585,9,9,1,6,1
2022-01-09 10:00:00+00:00,ZONC,NYIS,1737,1.5085001,10,9,1,6,1
2022-01-09 11:00:00+00:00,ZONA,NYIS,1478,2.1585,11,9,1,6,1
2022-01-09 12:00:00+00:00,ZONG,NYIS,1019,1.6585001,12,9,1,6,1
2022-01-09 13:00:00+00:00,ZONA,NYIS,1552,1.7085,13,9,1,6,1
2022-01-09 14:00:00+00:00,ZONA,NYIS,1585,1.8585,14,9,1,6,1
2022-01-09 15:00:00+00:00,ZONK,NYIS,2208,1.7585001,15,9,1,6,1
2022-01-09 16:00:00+00:00,ZONA,NYIS,1644,1.6085,16,9,1,6,1
2022-01-09 17:00:00+00:00,ZONA,NYIS,1666,1.7585001,17,9,1,6,1
2022-01-09 18:00:00+00:00,ZONK,NYIS,2386,2.0585,18,9,1,6,1
2022-01-09 19:00:00+00:00,ZONA,NYIS,1685,1.9085001,19,9,1,6,1
2022-01-09 20:00:00+00:00,ZOND,NYIS,764,1.7085,20,9,1,6,1
2022-01-09 21:00:00+00:00,ZONA,NYIS,1703,2.3085,21,9,1,6,1
2022-01-09 22:00:00+00:00,ZONA,NYIS,1741,2.8085,22,9,1,6,1
2022-01-09 23:00:00+00:00,ZONA,NYIS,1791,3.1085,23,9,1,6,1
2022-01-10 00:00:00+00:00,ZONA,NYIS,1811,3.6585,0,10,1,0,0
2022-01-10 01:00:00+00:00,ZONA,NYIS,1794,3.2585,1,10,1,0,0
2022-01-10 02:00:00+00:00,ZONA,NYIS,1778,3.2585,2,10,1,0,0
2022-01-10 03:00:00+00:00,ZOND,NYIS,746,3.2085001,3,10,1,0,0
2022-01-10 04:00:00+00:00,ZONB,NYIS,1127,3.3085,4,10,1,0,0
2022-01-10 05:00:00+00:00,ZONA,NYIS,1629,2.8085,5,10,1,0,0
2022-01-10 06:00:00+00:00,ZONF,NYIS,1230,2.6085,6,10,1,0,0
2022-01-10 07:00:00+00:00,ZONK,NYIS,1811,2.5585,7,10,1,0,0
2022-01-10 08:00:00+00:00,ZONK,NYIS,1776,3.2085001,8,10,1,0,0
2022-01-10 09:00:00+00:00,ZONI,NYIS,539,3.5085,9,10,1,0,0
2022-01-10 10:00:00+00:00,ZOND,NYIS,729,3.7585,10,10,1,0,0
2022-01-10 11:00:00+00:00,ZONC,NYIS,1978,4.0585,11,10,1,0,0
2022-01-10 12:00:00+00:00,ZONA,NYIS,1826,4.0085,12,10,1,0,0
2022-01-10 13:00:00+00:00,ZONK,NYIS,2361,4.2584996,13,10,1,0,0
2022-01-10 14:00:00+00:00,ZONB,NYIS,1361,3.6085,14,10,1,0,0
2022-01-10 15:00:00+00:00,ZONB,NYIS,1344,2.3585,15,10,1,0,0
2022-01-10 16:00:00+00:00,ZONK,NYIS,2240,1.6085,16,10,1,0,0
2022-01-10 17:00:00+00:00,ZONA,NYIS,1978,1.3585,17,10,1,0,0
2022-01-10 18:00:00+00:00,ZONA,NYIS,1979,1.3585,18,10,1,0,0
2022-01-10 19:00:00+00:00,ZONA,NYIS,1971,1.0085,19,10,1,0,0
2022-01-10 20:00:00+00:00,ZONE,NYIS,1133,0.5585,20,10,1,0,0
2022-01-10 21:00:00+00:00,ZONA,NYIS,1966,-0.3915,21,10,1,0,0
2022-01-10 22:00:00+00:00,ZONB,NYIS,1413,-1.4914999,22,10,1,0,0
2022-01-10 23:00:00+00:00,ZONA,NYIS,2107,-2.1915,23,10,1,0,0
2022-01-11 00:00:00+00:00,ZONI,NYIS,835,-2.3915,0,11,1,1,0
2022-01-11 01:00:00+00:00,ZONA,NYIS,2072,-2.8915,1,11,1,1,0
2022-01-11 02:00:00+00:00,ZOND,NYIS,812,-3.5414999,2,11,1,1,0
2022-01-11 03:00:00+00:00,ZONA,NYIS,1971,-3.9415,3,11,1,1,0
2022-01-11 04:00:00+00:00,ZONC,NYIS,2115,-4.1415,4,11,1,1,0
2022-01-11 05:00:00+00:00,ZONA,NYIS,1807,-4.3915,5,11,1,1,0
2022-01-11 06:00:00+00:00,ZONA,NYIS,1750,-4.6915,6,11,1,1,0
2022-01-11 07:00:00+00:00,ZONA,NYIS,1725,-4.8415003,7,11,1,1,0
2022-01-11 08:00:00+00:00,ZONA,NYIS,1710,-3.9915001,8,11,1,1,0
2022-01-11 09:00:00+00:00,ZONA,NYIS,1709,-2.6915,9,11,1,1,0
2022-01-11 10:00:00+00:00,ZONA,NYIS,1728,-1.4415,10,11,1,1,0
2022-01-11 11:00:00+00:00,ZONF,NYIS,1497,-0.6415,11,11,1,1,0
2022-01-11 12:00:00+00:00,ZONK,NYIS,2427,-0.6915,12,11,1,1,0
2022-01-11 13:00:00+00:00,ZONA,NYIS,2000,-0.5915,13,11,1,1,0
2022-01-11 14:00:00+00:00,ZONA,NYIS,2044,-0.54150003,14,11,1,1,0
2022-01-11 15:00:00+00:00,ZONA,NYIS,2066,-0.7415,15,11,1,1,0
2022-01-11 16:00:00+00:00,ZONB,NYIS,1439,-0.8415,16,11,1,1,0
2022-01-11 17:00:00+00:00,ZONA,NYIS,2085,-1.2414999,17,11,1,1,0
2022-01-11 18:00:00+00:00,ZONA,NYIS,2064,-1.3414999,18,11,1,1,0
2022-01-11 19:00:00+00:00,ZONA,NYIS,2065,-1.5914999,19,11,1,1,0
2022-01-11 20:00:00+00:00,ZONK,NYIS,2472,-2.1415,20,11,1,1,0
2022-01-11 21:00:00+00:00,ZONE,NYIS,1177,-2.0915,21,11,1,1,0
2022-01-11 22:00:00+00:00,ZONA,NYIS,2042,-1.6415,22,11,1,1,0
2022-01-11 23:00:00+00:00,ZOND,NYIS,846,-1.2414999,23,11,1,1,0
2022-01-12 00:00:00+00:00,ZONA,NYIS,2122,-1.6915,0,12,1,2,0
2022-01-12 01:00:00+00:00,ZONA,NYIS,2081,-2.4415,1,12,1,2,0
2022-01-12 02:00:00+00:00,ZOND,NYIS,800,-2.0414999,2,12,1,2,0
2022-01-12 03:00:00+00:00,ZOND,NYIS,795,-2.4915,3,12,1,2,0
2022-01-12 04:00:00+00:00,ZONA,NYIS,1888,-2.4915,4,12,1,2,0
2022-01-12 05:00:00+00:00,ZONA,NYIS,1789,-1.6915,5,12,1,2,0
2022-01-12 06:00:00+00:00,ZONA,NYIS,1728,-1.0914999,6,12,1,2,0
2022-01-12 07:00:00+00:00,ZOND,NYIS,784,-0.5915,7,12,1,2,0
2022-01-12 08:00:00+00:00,ZONA,NYIS,1591,-0.19150001,8,12,1,2,0
2022-01-12 09:00:00+00:00,ZONK,NYIS,2147,1.1585001,9,12,1,2,0
2022-01-12 10:00:00+00:00,ZONA,NYIS,1589,1.7085,10,12,1,2,0
2022-01-12 11:00:00+00:00,ZONB,NYIS,1185,1.9085001,11,12,1,2,0
2022-01-12 12:00:00+00:00,ZONI,NYIS,700,1.8085,12,12,1,2,0
2022-01-12 13:00:00+00:00,ZONA,NYIS,1836,2.1585,13,12,1,2,0
2022-01-12 14:00:00+00:00,ZONK,NYIS,2536,2.0585,14,12,1,2,0
2022-01-12 15:00:00+00:00,ZOND,NYIS,819,1.7085,15,12,1,2,0
2022-01-12 16:00:00+00:00,ZONA,NYIS,1892,1.7085,16,12,1,2,0
2022-01-12 17:00:00+00:00,ZONA,NYIS,1897,1.5085001,17,12,1,2,0
2022-01-12 18:00:00+00:00,ZOND,NYIS,794,0.1585,18,12,1,2,0
2022-01-12 19:00:00+00:00,ZONA,NYIS,1872,-0.19150001,19,12,1,2,0
2022-01-12 20:00:00+00:00,ZONA,NYIS,1855,0.5085,20,12,1,2,0
2022-01-12 21:00:00+00:00,ZONA,NYIS,1843,1.6085,21,12,1,2,0
2022-01-12 22:00:00+00:00,ZONA,NYIS,1866,1.9585,22,12,1,2,0
2022-01-12 23:00:00+00:00,ZONA,NYIS,1937,2.3585,23,12,1,2,0
2022-01-13 00:00:00+00:00,ZONI,NYIS,798,2.8085,0,13,1,3,0
2022-01-13 01:00:00+00:00,ZONA,NYIS,1898,3.0585,1,13,1,3,0
2022-01-13 02:00:00+00:00,ZONA,NYIS,1839,3.1585,2,13,1,3,0
2022-01-13 03:00:00+00:00,ZONE,NYIS,1070,3.2585,3,13,1,3,0
2022-01-13 04:00:00+00:00,ZONK,NYIS,2319,3.3085,4,13,1,3,0
2022-01-13 05:00:00+00:00,ZONK,NYIS,2152,3.3085,5,13,1,3,0
2022-01-13 06:00:00+00:00,ZONC,NYIS,1816,3.3085,6,13,1,3,0
2022-01-13 07:00:00+00:00,ZONA,NYIS,1523,3.4085,7,13,1,3,0
2022-01-13 08:00:00+00:00,ZONC,NYIS,1749,3.7085001,8,13,1,3,0
2022-01-13 09:00:00+00:00,ZONK,NYIS,1913,4.0585,9,13,1,3,0
2022-01-13 10:00:00+00:00,ZONA,NYIS,1527,4.4585,10,13,1,3,0
2022-01-13 11:00:00+00:00,ZONA,NYIS,1580,4.8085,11,13,1,3,0
2022-01-13 12:00:00+00:00,ZONK,NYIS,2248,4.8585,12,13,1,3,0
2022-01-13 13:00:00+00:00,ZONA,NYIS,1795,5.4585,13,13,1,3,0
2022-01-13 14:00:00+00:00,ZONA,NYIS,1821,5.3085,14,13,1,3,0
2022-01-13 15:00:00+00:00,ZONA,NYIS,1817,4.3585,15,13,1,3,0
2022-01-13 16:00:00+00:00,ZONA,NYIS,1817,3.5085,16,13,1,3,0
2022-01-13 17:00:00+00:00,ZONA,NYIS,1789,3.3085,17,13,1,3,0
2022-01-13 18:00:00+00:00,ZONA,NYIS,1785,3.7085001,18,13,1,3,0
2022-01-13 19:00:00+00:00,ZONK,NYIS,2104,3.6085,19,13,1,3,0
2022-01-13 20:00:00+00:00,ZONA,NYIS,1761,3.8085,20,13,1,3,0
2022-01-13 21:00:00+00:00,ZONK,NYIS,2279,3.8585,21,13,1,3,0
2022-01-13 22:00:00+00:00,ZONA,NYIS,1795,3.9585001,22,13,1,3,0
2022-01-13 23:00:00+00:00,ZOND,NYIS,811,4.2085,23,13,1,3,0
2022-01-14 00:00:00+00:00,ZONI,NYIS,753,4.4084997,0,14,1,4,0
