datetime,subba,parent,value,temperature_2m,hour,day,month,day_of_week,is_weekend
2022-12-14 18:00:00+00:00,ZONK,NYIS,2070,-7.0915003,18,14,12,2,0
2022-12-14 19:00:00+00:00,ZOND,NYIS,775,-7.9915004,19,14,12,2,0
2022-12-14 20:00:00+00:00,ZONA,NYIS,1862,-8.7415,20,14,12,2,0
2022-12-14 21:00:00+00:00,ZOND,NYIS,792,-8.6915,21,14,12,2,0
2022-12-14 22:00:00+00:00,ZONA,NYIS,1916,-8.591499,22,14,12,2,0
2022-12-14 23:00:00+00:00,ZOND,NYIS,813,-8.4415,23,14,12,2,0
2022-12-15 00:00:00+00:00,ZONI,NYIS,798,-9.2915,0,15,12,3,0
2022-12-15 01:00:00+00:00,ZONA,NYIS,1988,-10.0415,1,15,12,3,0
2022-12-15 02:00:00+00:00,ZOND,NYIS,796,-10.4415,2,15,12,3,0
2022-12-15 03:00:00+00:00,ZONA,NYIS,1883,-10.1414995,3,15,12,3,0
2022-12-15 04:00:00+00:00,ZOND,NYIS,746,-9.3914995,4,15,12,3,0
2022-12-15 05:00:00+00:00,ZONA,NYIS,1700,-8.9415,5,15,12,3,0
2022-12-15 06:00:00+00:00,ZONA,NYIS,1626,-8.5415,6,15,12,3,0
2022-12-15 07:00:00+00:00,ZONA,NYIS,1591,-8.091499,7,15,12,3,0
2022-12-15 08:00:00+00:00,ZOND,NYIS,729,-7.9415,8,15,12,3,0
2022-12-15 09:00:00+00:00,ZONI,NYIS,537,-6.9915004,9,15,12,3,0
2022-12-15 10:00:00+00:00,ZONB,NYIS,1054,-5.0915003,10,15,12,3,0
2022-12-15 11:00:00+00:00,ZONF,NYIS,1365,-3.3915,11,15,12,3,0
2022-12-15 12:00:00+00:00,ZONI,NYIS,642,-2.7914999,12,15,12,3,0
2022-12-15 13:00:00+00:00,ZONA,NYIS,1853,-2.0414999,13,15,12,3,0
2022-12-15 14:00:00+00:00,ZONB,NYIS,1301,-2.7415,14,15,12,3,0
2022-12-15 15:00:00+00:00,ZONH,NYIS,393,-5.4415,15,15,12,3,0
2022-12-15 16:00:00+00:00,ZONK,NYIS,2416,-5.9915004,16,15,12,3,0
2022-12-15 17:00:00+00:00,ZONA,NYIS,1941,-5.1415,17,15,12,3,0
2022-12-15 18:00:00+00:00,ZOND,NYIS,725,-5.3915,18,15,12,3,0
2022-12-15 19:00:00+00:00,ZONA,NYIS,1923,-6.8915,19,15,12,3,0
2022-12-15 20:00:00+00:00,ZONA,NYIS,1894,-7.1415,20,15,12,3,0
2022-12-15 21:00:00+00:00,ZOND,NYIS,759,-7.4415,21,15,12,3,0
2022-12-15 22:00:00+00:00,ZONA,NYIS,1943,-7.8915,22,15,12,3,0
2022-12-15 23:00:00+00:00,ZOND,NYIS,771,-8.091499,23,15,12,3,0
2022-12-16 00:00:00+00:00,ZONI,NYIS,798,-8.6915,0,16,12,4,0
2022-12-16 01:00:00+00:00,ZOND,NYIS,751,-8.6915,1,16,12,4,0
2022-12-16 02:00:00+00:00,ZONA,NYIS,1882,-9.0415,2,16,12,4,0
2022-12-16 03:00:00+00:00,ZOND,NYIS,745,-8.3914995,3,16,12,4,0
2022-12-16 04:00:00+00:00,ZOND,NYIS,731,-7.9915004,4,16,12,4,0
2022-12-16 05:00:00+00:00,ZONA,NYIS,1632,-7.9915004,5,16,12,4,0
2022-12-16 06:00:00+00:00,ZONA,NYIS,1573,-8.1915,6,16,12,4,0
2022-12-16 07:00:00+00:00,ZONA,NYIS,1533,-7.7915,7,16,12,4,0
2022-12-16 08:00:00+00:00,ZONA,NYIS,1515,-6.7915,8,16,12,4,0
2022-12-16 09:00:00+00:00,ZONA,NYIS,1498,-4.8415003,9,16,12,4,0
2022-12-16 10:00:00+00:00,ZONK,NYIS,1762,-3.4415,10,16,12,4,0
2022-12-16 11:00:00+00:00,ZONB,NYIS,1068,-2.4915,11,16,12,4,0
2022-12-16 12:00:00+00:00,ZONI,NYIS,612,-1.8414999,12,16,12,4,0
2022-12-16 13:00:00+00:00,ZONA,NYIS,1766,-1.7915,13,16,12,4,0
2022-12-16 14:00:00+00:00,ZONA,NYIS,1780,-2.2415,14,16,12,4,0
2022-12-16 15:00:00+00:00,ZONA,NYIS,1787,-2.7415,15,16,12,4,0
2022-12-16 16:00:00+00:00,ZONA,NYIS,1819,-2.4915,16,16,12,4,0
2022-12-16 17:00:00+00:00,ZONF,NYIS,1581,-2.5414999,17,16,12,4,0
2022-12-16 18:00:00+00:00,ZONC,NYIS,2061,-2.6415,18,16,12,4,0
2022-12-16 19:00:00+00:00,ZONA,NYIS,1804,-2.7914999,19,16,12,4,0
2022-12-16 20:00:00+00:00,ZONA,NYIS,1796,-2.7415,20,16,12,4,0
2022-12-16 21:00:00+00:00,ZONA,NYIS,1815,-2.4415,21,16,12,4,0
2022-12-16 22:00:00+00:00,ZONA,NYIS,1863,-2.4415,22,16,12,4,0
2022-12-16 23:00:00+00:00,ZONA,NYIS,1916,-2.3915,23,16,12,4,0
2022-12-17 00:00:00+00:00,ZONK,NYIS,2660,-2.4915,0,17,12,5,1
2022-12-17 01:00:00+00:00,ZONA,NYIS,1876,-2.4915,1,17,12,5,1
2022-12-17 02:00:00+00:00,ZONA,NYIS,1842,-2.9915,2,17,12,5,1
2022-12-17 03:00:00+00:00,ZOND,NYIS,744,-3.6415,3,17,12,5,1
2022-12-17 04:00:00+00:00,ZONK,NYIS,2241,-4.0915003,4,17,12,5,1
2022-12-17 05:00:00+00:00,ZONE,NYIS,837,-4.2415004,5,17,12,5,1
2022-12-17 06:00:00+00:00,ZONC,NYIS,1644,-4.6915,6,17,12,5,1
2022-12-17 07:00:00+00:00,ZONA,NYIS,1512,-5.0415,7,17,12,5,1
2022-12-17 08:00:00+00:00,ZONA,NYIS,1492,-5.2915,8,17,12,5,1
2022-12-17 09:00:00+00:00,ZONA,NYIS,1492,-5.0915003,9,17,12,5,1
2022-12-17 10:00:00+00:00,ZONK,NYIS,1757,-4.8915,10,17,12,5,1
2022-12-17 11:00:00+00:00,ZOND,NYIS,714,-4.5915003,11,17,12,5,1
2022-12-17 12:00:00+00:00,ZONK,NYIS,1888,-2.1915,12,17,12,5,1
2022-12-17 13:00:00+00:00,ZONA,NYIS,1629,-2.1915,13,17,12,5,1
2022-12-17 14:00:00+00:00,ZOND,NYIS,725,-3.3415,14,17,12,5,1
2022-12-17 15:00:00+00:00,ZOND,NYIS,736,-4.3915,15,17,12,5,1
2022-12-17 16:00:00+00:00,ZONA,NYIS,1767,-3.2914999,16,17,12,5,1
2022-12-17 17:00:00+00:00,ZONA,NYIS,1759,-2.9915,17,17,12,5,1
2022-12-17 18:00:00+00:00,ZONK,NYIS,1911,-4.1415,18,17,12,5,1
2022-12-17 19:00:00+00:00,ZONE,NYIS,919,-4.9915004,19,17,12,5,1
2022-12-17 20:00:00+00:00,ZONA,NYIS,1761,-5.7915,20,17,12,5,1
2022-12-17 21:00:00+00:00,ZONA,NYIS,1761,-6.3915,21,17,12,5,1
2022-12-17 22:00:00+00:00,ZOND,NYIS,763,-6.7915,22,17,12,5,1
2022-12-17 23:00:00+00:00,ZONA,NYIS,1885,-7.2915,23,17,12,5,1
2022-12-18 00:00:00+00:00,ZONA,NYIS,1869,-7.4915004,0,18,12,6,1
2022-12-18 01:00:00+00:00,ZONA,NYIS,1848,-7.0915003,1,18,12,6,1
2022-12-18 02:00:00+00:00,ZOND,NYIS,759,-7.1415,2,18,12,6,1
2022-12-18 03:00:00+00:00,ZOND,NYIS,752,-7.1915,3,18,12,6,1
2022-12-18 04:00:00+00:00,ZONA,NYIS,1740,-7.3415003,4,18,12,6,1
2022-12-18 05:00:00+00:00,ZONA,NYIS,1671,-7.4415,5,18,12,6,1
2022-12-18 06:00:00+00:00,ZOND,NYIS,708,-7.4415,6,18,12,6,1
2022-12-18 07:00:00+00:00,ZONA,NYIS,1549,-7.3415003,7,18,12,6,1
2022-12-18 08:00:00+00:00,ZONA,NYIS,1521,-6.5915003,8,18,12,6,1
2022-12-18 09:00:00+00:00,ZONI,NYIS,526,-4.9915004,9,18,12,6,1
2022-12-18 10:00:00+00:00,ZONA,NYIS,1504,-3.5414999,10,18,12,6,1
2022-12-18 11:00:00+00:00,ZONA,NYIS,1520,-2.4915,11,18,12,6,1
2022-12-18 12:00:00+00:00,ZONG,NYIS,1009,-3.6415,12,18,12,6,1
2022-12-18 13:00:00+00:00,ZONI,NYIS,570,-3.3915,13,18,12,6,1
2022-12-18 14:00:00+00:00,ZONA,NYIS,1639,-3.7415,14,18,12,6,1
2022-12-18 15:00:00+00:00,ZONB,NYIS,1096,-4.8415003,15,18,12,6,1
2022-12-18 16:00:00+00:00,ZONK,NYIS,1982,-5.5915003,16,18,12,6,1
2022-12-18 17:00:00+00:00,ZONE,NYIS,931,-6.1415,17,18,12,6,1
2022-12-18 18:00:00+00:00,ZONA,NYIS,1755,-5.9915004,18,18,12,6,1
2022-12-18 19:00:00+00:00,ZONA,NYIS,1766,-5.7915,19,18,12,6,1
2022-12-18 20:00:00+00:00,ZONF,NYIS,1358,-5.7915,20,18,12,6,1
2022-12-18 21:00:00+00:00,ZONB,NYIS,1198,-5.2415004,21,18,12,6,1
2022-12-18 22:00:00+00:00,ZONA,NYIS,1836,-4.7915,22,18,12,6,1
2022-12-18 23:00:00+00:00,ZONA,NYIS,1921,-4.3915,23,18,12,6,1
2022-12-19 00:00:00+00:00,ZONI,NYIS,738,-3.4415,0,19,12,0,0
2022-12-19 01:00:00+00:00,ZONA,NYIS,1908,-3.5414999,1,19,12,0,0
2022-12-19 02:00:00+00:00,ZONA,NYIS,1885,-3.5915,2,19,12,0,0
2022-12-19 03:00:00+00:00,ZOND,NYIS,790,-4.0415,3,19,12,0,0
2022-12-19 04:00:00+00:00,ZONA,NYIS,1749,-4.2415004,4,19,12,0,0
2022-12-19 05:00:00+00:00,ZOND,NYIS,736,-3.8415,5,19,12,0,0
2022-12-19 06:00:00+00:00,ZONE,NYIS,845,-2.4915,6,19,12,0,0
2022-12-19 07:00:00+00:00,ZONK,NYIS,1894,-1.9415,7,19,12,0,0
2022-12-19 08:00:00+00:00,ZONK,NYIS,1849,-1.5914999,8,19,12,0,0
2022-12-19 09:00:00+00:00,ZONK,NYIS,1843,-0.5915,9,19,12,0,0
2022-12-19 10:00:00+00:00,ZOND,NYIS,738,1.0085,10,19,12,0,0
2022-12-19 11:00:00+00:00,ZONC,NYIS,1853,1.9085001,11,19,12,0,0
2022-12-19 12:00:00+00:00,ZONA,NYIS,1782,0.8585,12,19,12,0,0
2022-12-19 13:00:00+00:00,ZONK,NYIS,2336,0.9085,13,19,12,0,0
2022-12-19 14:00:00+00:00,ZONB,NYIS,1272,1.6585001,14,19,12,0,0
2022-12-19 15:00:00+00:00,ZONB,NYIS,1276,2.4085,15,19,12,0,0
2022-12-19 16:00:00+00:00,ZONK,NYIS,2139,2.8085,16,19,12,0,0
2022-12-19 17:00:00+00:00,ZONA,NYIS,1953,3.1085,17,19,12,0,0
2022-12-19 18:00:00+00:00,ZONK,NYIS,2074,3.2085001,18,19,12,0,0
2022-12-19 19:00:00+00:00,ZONA,NYIS,1945,3.2085001,19,19,12,0,0
2022-12-19 20:00:00+00:00,ZOND,NYIS,790,3.2085001,20,19,12,0,0
2022-12-19 21:00:00+00:00,ZONA,NYIS,1924,2.5585,21,19,12,0,0
2022-12-19 22:00:00+00:00,ZOND,NYIS,796,2.7585,22,19,12,0,0
2022-12-19 23:00:00+00:00,ZONC,NYIS,2266,2.5085,23,19,12,0,0
2022-12-20 00:00:00+00:00,ZONA,NYIS,2017,3.4085,0,20,12,1,0
2022-12-20 01:00:00+00:00,ZONA,NYIS,2001,3.2085001,1,20,12,1,0
2022-12-20 02:00:00+00:00,ZONE,NYIS,1060,2.9585001,2,20,12,1,0
2022-12-20 03:00:00+00:00,ZONA,NYIS,1927,2.9085,3,20,12,1,0
2022-12-20 04:00:00+00:00,ZONA,NYIS,1831,3.2085001,4,20,12,1,0
2022-12-20 05:00:00+00:00,ZONA,NYIS,1721,3.4585001,5,20,12,1,0
2022-12-20 06:00:00+00:00,ZONA,NYIS,1667,3.6085,6,20,12,1,0
2022-12-20 07:00:00+00:00,ZONA,NYIS,1619,3.6085,7,20,12,1,0
2022-12-20 08:00:00+00:00,ZONA,NYIS,1580,4.0085,8,20,12,1,0
2022-12-20 09:00:00+00:00,ZONA,NYIS,1566,4.6085,9,20,12,1,0
2022-12-20 10:00:00+00:00,ZONB,NYIS,1029,5.3085,10,20,12,1,0
2022-12-20 11:00:00+00:00,ZONA,NYIS,1624,6.1085,11,20,12,1,0
2022-12-20 12:00:00+00:00,ZONG,NYIS,1137,6.9585,12,20,12,1,0
2022-12-20 13:00:00+00:00,ZONA,NYIS,1814,7.6085,13,20,12,1,0
2022-12-20 14:00:00+00:00,ZONI,NYIS,702,7.1584997,14,20,12,1,0
2022-12-20 15:00:00+00:00,ZONK,NYIS,2234,6.5084996,15,20,12,1,0
2022-12-20 16:00:00+00:00,ZONA,NYIS,1833,7.1085,16,20,12,1,0
2022-12-20 17:00:00+00:00,ZOND,NYIS,814,7.0585,17,20,12,1,0
2022-12-20 18:00:00+00:00,ZOND,NYIS,799,6.3585,18,20,12,1,0
2022-12-20 19:00:00+00:00,ZONA,NYIS,1815,5.5585,19,20,12,1,0
2022-12-20 20:00:00+00:00,ZOND,NYIS,799,5.6584997,20,20,12,1,0
2022-12-20 21:00:00+00:00,ZONA,NYIS,1801,5.3085,21,20,12,1,0
2022-12-20 22:00:00+00:00,ZONA,NYIS,1824,4.9084997,22,20,12,1,0
2022-12-20 23:00:00+00:00,ZOND,NYIS,755,4.7584996,23,20,12,1,0
2022-12-21 00:00:00+00:00,ZONA,NYIS,1909,4.7584996,0,21,12,2,0
2022-12-21 01:00:00+00:00,ZONA,NYIS,1884,4.8085,1,21,12,2,0
2022-12-21 02:00:00+00:00,ZONA,NYIS,1878,5.0585,2,21,12,2,0
2022-12-21 03:00:00+00:00,ZONA,NYIS,1836,5.3585,3,21,12,2,0
2022-12-21 04:00:00+00:00,ZOND,NYIS,729,5.5084996,4,21,12,2,0
2022-12-21 05:00:00+00:00,ZONA,NYIS,1662,5.6085,5,21,12,2,0
2022-12-21 06:00:00+00:00,ZOND,NYIS,712,5.6085,6,21,12,2,0
2022-12-21 07:00:00+00:00,ZONA,NYIS,1575,5.5084996,7,21,12,2,0
2022-12-21 08:00:00+00:00,ZONA,NYIS,1546,5.4084997,8,21,12,2,0
2022-12-21 09:00:00+00:00,ZOND,NYIS,692,5.6584997,9,21,12,2,0
2022-12-21 10:00:00+00:00,ZONA,NYIS,1537,5.8585,10,21,12,2,0
2022-12-21 11:00:00+00:00,ZONA,NYIS,1603,5.9585,11,21,12,2,0
2022-12-21 12:00:00+00:00,ZONI,NYIS,657,6.4084997,12,21,12,2,0
2022-12-21 13:00:00+00:00,ZONH,NYIS,406,6.6085,13,21,12,2,0
2022-12-21 14:00:00+00:00,ZONK,NYIS,2409,6.8085,14,21,12,2,0
2022-12-21 15:00:00+00:00,ZOND,NYIS,756,5.8585,15,21,12,2,0
2022-12-21 16:00:00+00:00,ZOND,NYIS,736,5.8085,16,21,12,2,0
2022-12-21 17:00:00+00:00,ZONA,NYIS,1748,5.6584997,17,21,12,2,0
2022-12-21 18:00:00+00:00,ZONA,NYIS,1729,5.4585,18,21,12,2,0
2022-12-21 19:00:00+00:00,ZONA,NYIS,1730,6.1085,19,21,12,2,0
2022-12-21 20:00:00+00:00,ZONK,NYIS,2180,5.6085,20,21,12,2,0
2022-12-21 21:00:00+00:00,ZOND,NYIS,743,4.3085,21,21,12,2,0
2022-12-21 22:00:00+00:00,ZOND,NYIS,756,3.9085,22,21,12,2,0
2022-12-21 23:00:00+00:00,ZONC,NYIS,2239,3.5085,23,21,12,2,0
2022-12-22 00:00:00+00:00,ZONA,NYIS,1870,3.1585,0,22,12,3,0
2022-12-22 01:00:00+00:00,ZONA,NYIS,1868,3.9585001,1,22,12,3,0
2022-12-22 02:00:00+00:00,ZOND,NYIS,762,4.2085,2,22,12,3,0
2022-12-22 03:00:00+00:00,ZONA,NYIS,1787,4.7584996,3,22,12,3,0
2022-12-22 04:00:00+00:00,ZONE,NYIS,934,5.0585,4,22,12,3,0
2022-12-22 05:00:00+00:00,ZONB,NYIS,1095,5.4084997,5,22,12,3,0
2022-12-22 06:00:00+00:00,ZONA,NYIS,1585,5.7085,6,22,12,3,0
2022-12-22 07:00:00+00:00,ZOND,NYIS,721,5.9084997,7,22,12,3,0
2022-12-22 08:00:00+00:00,ZONA,NYIS,1542,6.1085,8,22,12,3,0
2022-12-22 09:00:00+00:00,ZONB,NYIS,1010,6.3085,9,22,12,3,0
2022-12-22 10:00:00+00:00,ZONK,NYIS,1936,6.6085,10,22,12,3,0
2022-12-22 11:00:00+00:00,ZONK,NYIS,2047,7.2085,11,22,12,3,0
2022-12-22 12:00:00+00:00,ZONG,NYIS,1160,6.6584997,12,22,12,3,0
2022-12-22 13:00:00+00:00,ZONI,NYIS,691,6.8585,13,22,12,3,0
2022-12-22 14:00:00+00:00,ZONA,NYIS,1792,6.6584997,14,22,12,3,0
2022-12-22 15:00:00+00:00,ZONA,NYIS,1788,6.4585,15,22,12,3,0
2022-12-22 16:00:00+00:00,ZONB,NYIS,1205,6.4585,16,22,12,3,0
2022-12-22 17:00:00+00:00,ZONA,NYIS,1822,6.5084996,17,22,12,3,0
2022-12-22 18:00:00+00:00,ZOND,NYIS,729,6.2085,18,22,12,3,0
2022-12-22 19:00:00+00:00,ZONA,NYIS,1806,5.2584996,19,22,12,3,0
2022-12-22 20:00:00+00:00,ZONB,NYIS,1230,4.2085,20,22,12,3,0
2022-12-22 21:00:00+00:00,ZONA,NYIS,1788,3.8085,21,22,12,3,0
2022-12-22 22:00:00+00:00,ZONA,NYIS,1833,3.2085001,22,22,12,3,0
2022-12-22 23:00:00+00:00,ZONA,NYIS,1895,3.3085,23,22,12,3,0
2022-12-23 00:00:00+00:00,ZONA,NYIS,1882,3.2585,0,23,12,4,0
2022-12-23 01:00:00+00:00,ZONE,NYIS,1067,4.0085,1,23,12,4,0
2022-12-23 02:00:00+00:00,ZONA,NYIS,1811,4.2085,2,23,12,4,0
2022-12-23 03:00:00+00:00,ZOND,NYIS,740,4.2584996,3,23,12,4,0
2022-12-23 04:00:00+00:00,ZONE,NYIS,919,4.1584997,4,23,12,4,0
2022-12-23 05:00:00+00:00,ZOND,NYIS,730,4.2085,5,23,12,4,0
2022-12-23 06:00:00+00:00,ZONC,NYIS,1688,4.2584996,6,23,12,4,0
2022-12-23 07:00:00+00:00,ZONI,NYIS,537,4.9585,7,23,12,4,0
2022-12-23 08:00:00+00:00,ZONB,NYIS,948,5.2584996,8,23,12,4,0
2022-12-23 09:00:00+00:00,ZONF,NYIS,1181,5.3085,9,23,12,4,0
2022-12-23 10:00:00+00:00,ZONA,NYIS,1452,6.0084996,10,23,12,4,0
2022-12-23 11:00:00+00:00,ZONA,NYIS,1489,6.3585,11,23,12,4,0
2022-12-23 12:00:00+00:00,ZONI,NYIS,571,6.1584997,12,23,12,4,0
2022-12-23 13:00:00+00:00,ZONB,NYIS,1101,6.2085,13,23,12,4,0
2022-12-23 14:00:00+00:00,ZONK,NYIS,2126,5.8585,14,23,12,4,0
2022-12-23 15:00:00+00:00,ZONI,NYIS,673,5.0084996,15,23,12,4,0
2022-12-23 16:00:00+00:00,ZONA,NYIS,1694,5.0084996,16,23,12,4,0
2022-12-23 17:00:00+00:00,ZONH,NYIS,331,4.0585,17,23,12,4,0
2022-12-23 18:00:00+00:00,ZONF,NYIS,1422,3.9585001,18,23,12,4,0
2022-12-23 19:00:00+00:00,ZONC,NYIS,2191,4.1584997,19,23,12,4,0
2022-12-23 20:00:00+00:00,ZONA,NYIS,1771,4.3585,20,23,12,4,0
2022-12-23 21:00:00+00:00,ZONE,NYIS,1090,4.3585,21,23,12,4,0
2022-12-23 22:00:00+00:00,ZONA,NYIS,1850,4.3585,22,23,12,4,0
2022-12-23 23:00:00+00:00,ZONB,NYIS,1429,4.3085,23,23,12,4,0
2022-12-24 00:00:00+00:00,ZONI,NYIS,817,4.5084996,0,24,12,5,1
2022-12-24 01:00:00+00:00,ZONA,NYIS,1919,4.4585,1,24,12,5,1
2022-12-24 02:00:00+00:00,ZOND,NYIS,657,4.3585,2,24,12,5,1
2022-12-24 03:00:00+00:00,ZONA,NYIS,1821,4.1584997,3,24,12,5,1
2022-12-24 04:00:00+00:00,ZONA,NYIS,1742,3.9085,4,24,12,5,1
2022-12-24 05:00:00+00:00,ZOND,NYIS,619,3.7085001,5,24,12,5,1
2022-12-24 06:00:00+00:00,ZONA,NYIS,1623,3.6585,6,24,12,5,1
2022-12-24 07:00:00+00:00,ZONA,NYIS,1593,3.5585,7,24,12,5,1
2022-12-24 08:00:00+00:00,ZONI,NYIS,636,3.6585,8,24,12,5,1
2022-12-24 09:00:00+00:00,ZOND,NYIS,604,3.7585,9,24,12,5,1
2022-12-24 10:00:00+00:00,ZONA,NYIS,1580,4.2085,10,24,12,5,1
2022-12-24 11:00:00+00:00,ZONE,NYIS,1020,5.4585,11,24,12,5,1
2022-12-24 12:00:00+00:00,ZONI,NYIS,662,6.5084996,12,24,12,5,1
2022-12-24 13:00:00+00:00,ZONA,NYIS,1663,7.2584996,13,24,12,5,1
2022-12-24 14:00:00+00:00,ZONI,NYIS,727,7.2085,14,24,12,5,1
2022-12-24 15:00:00+00:00,ZONA,NYIS,1736,6.6584997,15,24,12,5,1
2022-12-24 16:00:00+00:00,ZONA,NYIS,1764,5.6584997,16,24,12,5,1
2022-12-24 17:00:00+00:00,ZOND,NYIS,663,5.5084996,17,24,12,5,1
2022-12-24 18:00:00+00:00,ZONA,NYIS,1770,5.1085,18,24,12,5,1
2022-12-24 19:00:00+00:00,ZONA,NYIS,1734,4.9585,19,24,12,5,1
2022-12-24 20:00:00+00:00,ZONA,NYIS,1747,4.6584997,20,24,12,5,1
2022-12-24 21:00:00+00:00,ZONA,NYIS,1752,4.5585,21,24,12,5,1
2022-12-24 22:00:00+00:00,ZONA,NYIS,1817,4.9084997,22,24,12,5,1
2022-12-24 23:00:00+00:00,ZONA,NYIS,1890,5.9084997,23,24,12,5,1
2022-12-25 00:00:00+00:00,ZONI,NYIS,831,5.8585,0,25,12,6,1
2022-12-25 01:00:00+00:00,ZONA,NYIS,1813,6.2085,1,25,12,6,1
2022-12-25 02:00:00+00:00,ZONA,NYIS,1780,6.2584996,2,25,12,6,1
2022-12-25 03:00:00+00:00,ZOND,NYIS,651,6.2584996,3,25,12,6,1
2022-12-25 04:00:00+00:00,ZONB,NYIS,1240,6.0585,4,25,12,6,1
2022-12-25 05:00:00+00:00,ZONA,NYIS,1575,5.6584997,5,25,12,6,1
2022-12-25 06:00:00+00:00,ZOND,NYIS,600,5.7584996,6,25,12,6,1
2022-12-25 07:00:00+00:00,ZONK,NYIS,2428,5.2584996,7,25,12,6,1
2022-12-25 08:00:00+00:00,ZOND,NYIS,589,4.9084997,8,25,12,6,1
2022-12-25 09:00:00+00:00,ZOND,NYIS,587,5.1085,9,25,12,6,1
2022-12-25 10:00:00+00:00,ZONA,NYIS,1429,5.8085,10,25,12,6,1
2022-12-25 11:00:00+00:00,ZONA,NYIS,1438,6.3085,11,25,12,6,1
2022-12-25 12:00:00+00:00,ZONK,NYIS,2328,6.7584996,12,25,12,6,1
2022-12-25 13:00:00+00:00,ZONA,NYIS,1503,6.9084997,13,25,12,6,1
2022-12-25 14:00:00+00:00,ZOND,NYIS,636,6.6085,14,25,12,6,1
2022-12-25 15:00:00+00:00,ZONC,NYIS,1981,5.9585,15,25,12,6,1
2022-12-25 16:00:00+00:00,ZONA,NYIS,1541,6.0585,16,25,12,6,1
2022-12-25 17:00:00+00:00,ZONA,NYIS,1546,6.3585,17,25,12,6,1
2022-12-25 18:00:00+00:00,ZONC,NYIS,1840,6.7584996,18,25,12,6,1
2022-12-25 19:00:00+00:00,ZONB,NYIS,1116,7.0084996,19,25,12,6,1
2022-12-25 20:00:00+00:00,ZONA,NYIS,1610,7.4585,20,25,12,6,1
2022-12-25 21:00:00+00:00,ZOND,NYIS,605,8.0085,21,25,12,6,1
2022-12-25 22:00:00+00:00,ZONA,NYIS,1675,8.5585,22,25,12,6,1
2022-12-25 23:00:00+00:00,ZONB,NYIS,1269,9.0085,23,25,12,6,1
2022-12-26 00:00:00+00:00,ZONB,NYIS,1254,9.9585,0,26,12,0,0
2022-12-26 01:00:00+00:00,ZONA,NYIS,1716,9.6085005,1,26,12,0,0
2022-12-26 02:00:00+00:00,ZONA,NYIS,1694,9.3585005,2,26,12,0,0
2022-12-26 03:00:00+00:00,ZOND,NYIS,610,9.408501,3,26,12,0,0
2022-12-26 04:00:00+00:00,ZONB,NYIS,1175,9.158501,4,26,12,0,0
2022-12-26 05:00:00+00:00,ZONA,NYIS,1530,9.3085,5,26,12,0,0
2022-12-26 06:00:00+00:00,ZOND,NYIS,564,9.4585,6,26,12,0,0
2022-12-26 07:00:00+00:00,ZONB,NYIS,1078,9.5585,7,26,12,0,0
2022-12-26 08:00:00+00:00,ZONA,NYIS,1442,9.5085,8,26,12,0,0
2022-12-26 09:00:00+00:00,ZONA,NYIS,1447,9.6085005,9,26,12,0,0
2022-12-26 10:00:00+00:00,ZONB,NYIS,1069,9.7085,10,26,12,0,0
2022-12-26 11:00:00+00:00,ZONA,NYIS,1454,9.908501,11,26,12,0,0
2022-12-26 12:00:00+00:00,ZONH,NYIS,393,10.1085005,12,26,12,0,0
2022-12-26 13:00:00+00:00,ZONB,NYIS,1180,9.8585005,13,26,12,0,0
2022-12-26 14:00:00+00:00,ZONA,NYIS,1582,9.658501,14,26,12,0,0
2022-12-26 15:00:00+00:00,ZONE,NYIS,1019,8.8585005,15,26,12,0,0
2022-12-26 16:00:00+00:00,ZONA,NYIS,1654,8.4585,16,26,12,0,0
2022-12-26 17:00:00+00:00,ZONE,NYIS,1010,8.3085,17,26,12,0,0
2022-12-26 18:00:00+00:00,ZONA,NYIS,1677,7.9084997,18,26,12,0,0
2022-12-26 19:00:00+00:00,ZONE,NYIS,1034,7.2584996,19,26,12,0,0
2022-12-26 20:00:00+00:00,ZONK,NYIS,2368,5.9585,20,26,12,0,0
2022-12-26 21:00:00+00:00,ZOND,NYIS,620,5.7085,21,26,12,0,0
2022-12-26 22:00:00+00:00,ZONA,NYIS,1735,5.6584997,22,26,12,0,0
2022-12-26 23:00:00+00:00,ZONA,NYIS,1787,5.4084997,23,26,12,0,0
2022-12-27 00:00:00+00:00,ZONA,NYIS,1774,4.4084997,0,27,12,1,0
2022-12-27 01:00:00+00:00,ZONA,NYIS,1744,4.2085,1,27,12,1,0
2022-12-27 02:00:00+00:00,ZOND,NYIS,614,3.1085,2,27,12,1,0
2022-12-27 03:00:00+00:00,ZONA,NYIS,1692,2.9085,3,27,12,1,0
2022-12-27 04:00:00+00:00,ZOND,NYIS,606,2.7085001,4,27,12,1,0
2022-12-27 05:00:00+00:00,ZONE,NYIS,965,2.6085,5,27,12,1,0
2022-12-27 06:00:00+00:00,ZOND,NYIS,584,2.6085,6,27,12,1,0
2022-12-27 07:00:00+00:00,ZONC,NYIS,1844,2.5585,7,27,12,1,0
2022-12-27 08:00:00+00:00,ZONA,NYIS,1409,3.0085,8,27,12,1,0
2022-12-27 09:00:00+00:00,ZONE,NYIS,894,3.8585,9,27,12,1,0
2022-12-27 10:00:00+00:00,ZONA,NYIS,1407,4.9585,10,27,12,1,0
2022-12-27 11:00:00+00:00,ZONA,NYIS,1441,5.3585,11,27,12,1,0
2022-12-27 12:00:00+00:00,ZONG,NYIS,1165,5.5084996,12,27,12,1,0
